Country,ISO Code,ID 2021,Latitude,Longitude,BCM 2021,Type
Venezuela,VEN,4335,9.652413,-63.623903,1.331804316,upstream oil
Iraq,IRQ,7480,31.026091,47.283637,1.25429772,upstream oil
Russian Federation,RUS,10542,61.345909,112.807013,0.989222518,upstream oil
Venezuela,VEN,4361,9.648428,-63.563296,0.910641601,upstream oil
Iran,IRN,7677,31.00335,48.139754,0.867527915,upstream oil
Russian Federation,RUS,10318,60.425914,96.510615,0.786698559,upstream oil
Russian Federation,RUS,10393,57.874536,105.886809,0.714102719,upstream oil
Iran,IRN,7942,28.494112,49.714382,0.673815727,upstream oil
Venezuela,VEN,4296,9.620179,-63.724818,0.628512307,upstream oil
Mexico,MEX,3719,18.507881,-96.1456,0.559297933,upstream oil
Iraq,IRQ,7557,30.525983,47.611181,0.5487514,upstream oil
Libya,LBY,5745,28.909453,19.77335,0.544357256,upstream oil
Mexico,MEX,3804,17.842226,-93.119615,0.509121914,upstream oil
Iran,IRN,8212,27.719936,52.17693,0.499593931,upstream oil
Iraq,IRQ,7376,35.684931,43.876676,0.495000186,upstream oil
Mexico,MEX,3787,17.898305,-93.183824,0.487092488,upstream oil
Iran,IRN,7694,30.751665,48.280295,0.463372329,upstream oil
Iran,IRN,8302,25.532421,53.148819,0.440553306,upstream oil
Russian Federation,RUS,10351,60.84325,97.353688,0.431450941,upstream oil
Iraq,IRQ,7487,30.567848,47.315211,0.415403656,upstream oil
Venezuela,VEN,4373,9.652557,-63.535153,0.410466481,upstream oil
Algeria,DZA,5516,31.662874,6.05634,0.407431381,upstream oil
Russian Federation,RUS,10290,60.434352,96.250029,0.398334887,upstream oil
Iraq,IRQ,7497,30.882448,47.332778,0.393940742,upstream oil
Russian Federation,RUS,10466,58.447732,107.601024,0.393503383,upstream oil
Russian Federation,RUS,10413,58.035439,106.546552,0.382874661,upstream oil
Russian Federation,RUS,10435,57.984548,106.805781,0.366028975,upstream oil
Iraq,IRQ,7445,31.769106,46.064469,0.365028037,upstream oil
Iraq,IRQ,7515,32.117644,47.410461,0.360510611,upstream oil
Venezuela,VEN,4395,9.735792,-63.473691,0.35786297,upstream oil
Iraq,IRQ,7495,30.610071,47.326985,0.355485377,upstream oil
Iraq,IRQ,7550,30.52979,47.599045,0.355244683,upstream oil
Iran,IRN,8217,27.714337,52.187683,0.346306694,upstream oil
Iran,IRN,8272,27.498746,52.648564,0.346118835,upstream oil
Venezuela,VEN,4265,9.37458,-64.526333,0.343386071,upstream oil
Iran,IRN,8230,27.68405,52.249464,0.34147519,upstream oil
Iran,IRN,7454,32.990538,46.183671,0.337034081,upstream oil
Mexico,MEX,3858,19.394786,-92.043053,0.335701455,upstream oil
Iran,IRN,8024,30.348604,50.290181,0.335422602,upstream oil
Iran,IRN,8270,27.503989,52.63879,0.333699581,upstream oil
Iran,IRN,7610,31.434372,47.836562,0.33325635,refinery
Kazakhstan,KAZ,7115,48.327267,57.433787,0.332992173,upstream oil
Mexico,MEX,3838,19.566473,-92.237654,0.325921036,upstream oil
Iraq,IRQ,7430,34.756628,45.151855,0.325292881,upstream oil
Iraq,IRQ,7384,35.628884,44.009268,0.319325416,upstream oil
Oman,OMN,8401,23.153534,55.448205,0.3170124,upstream oil
Iraq,IRQ,7488,30.495006,47.316486,0.314661225,upstream oil
Kazakhstan,KAZ,7104,48.233824,57.351665,0.307642922,upstream oil
Venezuela,VEN,4233,11.738656,-70.198743,0.306844521,refinery
Congo,COG,6251,-4.92311,11.381319,0.30619582,upstream oil
Iraq,IRQ,7561,31.08186,47.626902,0.303401414,upstream oil
Venezuela,VEN,4397,9.729782,-63.461678,0.302007146,upstream oil
Iran,IRN,8268,27.512689,52.620683,0.300445567,upstream oil
Iraq,IRQ,7521,31.67552,47.436292,0.299923083,upstream oil
Iraq,IRQ,7530,31.65626,47.51515,0.297422208,upstream oil
Russian Federation,RUS,8998,66.953719,75.543682,0.294304919,upstream oil
Iraq,IRQ,7493,30.686863,47.329757,0.290483746,upstream oil
Russian Federation,RUS,9498,68.411631,83.623184,0.290459676,upstream oil
Iran,IRN,7473,32.490563,47.210249,0.28727693,upstream oil
Iran,IRN,7735,31.212031,48.954025,0.286456514,upstream oil
Iran,IRN,7457,33.695976,46.228298,0.283364763,upstream oil
Iraq,IRQ,7501,30.357529,47.338265,0.282507361,upstream oil
Iran,IRN,7850,31.135026,49.319877,0.279510714,upstream oil
Venezuela,VEN,4264,9.386707,-64.546123,0.278878157,upstream oil
Turkmenistan,TKM,8309,39.398384,53.187013,0.278133471,upstream oil
Russian Federation,RUS,8772,66.198634,70.987745,0.27590822,upstream oil
Algeria,DZA,5654,28.73595,9.789314,0.274942213,upstream oil
Iraq,IRQ,7463,30.351911,46.838027,0.274199582,upstream oil
Iraq,IRQ,7551,30.476574,47.602015,0.273066263,upstream oil
Iraq,IRQ,7556,30.419382,47.608191,0.271540787,upstream oil
Russian Federation,RUS,6876,51.567375,52.756941,0.270833967,upstream oil
Venezuela,VEN,4412,8.686481,-63.154921,0.262095872,upstream oil
Congo,COG,6295,-4.512553,12.050574,0.260689864,upstream oil
Iran,IRN,7666,31.271879,48.116664,0.260506407,upstream oil
Iraq,IRQ,7386,35.724665,44.040179,0.260148888,upstream oil
Iran,IRN,8303,25.506747,53.149857,0.258974181,upstream oil
Libya,LBY,5727,29.072576,19.062036,0.25836041,upstream oil
Libya,LBY,5796,27.987002,22.32379,0.257371213,upstream oil
Russian Federation,RUS,10552,61.540697,113.15775,0.254995088,upstream oil
Iraq,IRQ,7367,35.981261,43.769569,0.253199272,upstream oil
Russian Federation,RUS,6956,51.846289,53.812364,0.250900345,upstream oil
Russian Federation,RUS,9435,66.663898,80.455701,0.24961028,upstream oil
Iran,IRN,8260,27.561245,52.563522,0.249227811,upstream oil
Iraq,IRQ,7499,30.401769,47.335112,0.249165582,upstream oil
Iran,IRN,7606,31.088806,47.789813,0.24549,upstream oil
Mexico,MEX,3828,17.895684,-92.490662,0.245430707,upstream oil
Iraq,IRQ,7516,30.166244,47.414674,0.243285589,upstream oil
Iran,IRN,7959,30.390415,49.860591,0.242990885,upstream oil
Nigeria,NGA,6116,4.30462,7.659541,0.241258178,upstream oil
Mexico,MEX,3790,18.440584,-93.164352,0.239256303,refinery
Iraq,IRQ,7496,30.562994,47.3311,0.238487841,upstream oil
Ghana,GHA,5049,4.596703,-2.891568,0.234716274,upstream oil
Iraq,IRQ,7379,35.662253,43.965585,0.233910828,upstream oil
Iran,IRN,8228,27.688116,52.235388,0.233860341,upstream oil
Libya,LBY,5809,27.644337,22.501738,0.230627695,upstream oil
Russian Federation,RUS,10495,60.146875,109.103991,0.230324772,upstream oil
Iraq,IRQ,7491,30.826249,47.329486,0.22734104,upstream oil
Iraq,IRQ,7538,32.10707,47.550597,0.227205722,upstream oil
Iran,IRN,7935,30.900119,49.676102,0.225043874,upstream oil
Libya,LBY,5705,26.756163,12.412285,0.224579216,upstream oil
Iran,IRN,7573,32.352682,47.706697,0.224248995,upstream oil
Iraq,IRQ,7649,30.929044,48.021206,0.223890595,upstream oil
Angola,AGO,6306,-7.846957,12.112243,0.222928403,upstream oil
Russian Federation,RUS,8839,67.80293,72.524079,0.2212318,upstream oil
Russian Federation,RUS,8732,60.752569,69.349231,0.22044602,upstream oil
Iraq,IRQ,7492,30.763974,47.327463,0.220229982,upstream oil
Iraq,IRQ,7341,36.77606,43.324769,0.22016746,upstream oil
Mexico,MEX,3786,17.891757,-93.193463,0.219927059,upstream oil
Iraq,IRQ,7650,30.991311,48.022278,0.217181379,upstream oil
Russian Federation,RUS,10553,61.540039,113.173598,0.212314358,upstream oil
Algeria,DZA,5496,31.590504,5.958267,0.211390032,upstream oil
Iran,IRN,7773,31.300557,49.11991,0.208887689,upstream oil
Angola,AGO,6234,-6.140933,11.031567,0.207906418,upstream oil
Mexico,MEX,3852,19.428031,-92.078878,0.206432898,upstream oil
Iran,IRN,7937,29.942904,49.686605,0.203264241,upstream oil
Venezuela,VEN,4270,9.232559,-64.301506,0.202948403,upstream oil
Venezuela,VEN,4231,11.630842,-70.233971,0.202437074,refinery
Venezuela,VEN,4407,9.775427,-63.268267,0.201865277,upstream oil
Iraq,IRQ,7522,32.059894,47.44643,0.201152,upstream oil
China,CHN,11780,20.815014,108.89851,0.199663509,upstream oil
Mexico,MEX,3762,17.911212,-93.521414,0.199012459,upstream oil
Libya,LBY,5739,29.230655,19.696808,0.198213177,upstream oil
Libya,LBY,5765,28.90495,20.954621,0.195664163,upstream oil
Nigeria,NGA,5972,5.684903,6.359647,0.194900691,upstream oil
Iraq,IRQ,7364,35.998176,43.761945,0.19464033,upstream oil
Mexico,MEX,3849,18.644086,-92.170739,0.190668576,upstream oil
Libya,LBY,5702,26.578791,12.210861,0.189117563,upstream oil
Iraq,IRQ,7404,35.531088,44.339821,0.187388671,refinery
Iran,IRN,7751,32.160771,49.065823,0.186395072,upstream oil
Iraq,IRQ,7506,30.279439,47.361526,0.184915681,upstream oil
Venezuela,VEN,4334,9.563324,-63.631099,0.184509142,upstream oil
Iran,IRN,7952,30.72037,49.824068,0.184328915,upstream oil
Iraq,IRQ,7513,32.129521,47.409296,0.182671644,upstream oil
Russian Federation,RUS,10494,60.147343,109.089421,0.181949267,upstream oil
Algeria,DZA,5554,28.684193,7.194338,0.181268277,upstream oil
Iraq,IRQ,7568,30.752256,47.665033,0.181120632,upstream oil
Russian Federation,RUS,8838,67.803952,72.504345,0.18093336,upstream oil
Russian Federation,RUS,8797,59.761091,71.735801,0.1795115,upstream oil
Ghana,GHA,5050,4.470003,-2.553188,0.179439292,upstream oil
Algeria,DZA,5530,31.685301,6.188873,0.178905948,upstream oil
Mexico,MEX,3652,20.57845,-101.171681,0.17713831,refinery
Ghana,GHA,5048,4.589135,-3.13949,0.175976225,upstream oil
Nigeria,NGA,5981,5.659598,6.516633,0.175565577,upstream oil
Algeria,DZA,5444,28.116186,0.305561,0.175298171,upstream oil
Mexico,MEX,3734,17.972515,-94.521569,0.1733415,refinery
Russian Federation,RUS,8849,60.620837,72.647243,0.172872439,upstream oil
Algeria,DZA,5544,32.512744,6.70945,0.172463845,upstream oil
Iraq,IRQ,7476,32.256359,47.251311,0.17234614,upstream oil
Venezuela,VEN,4411,9.97687,-63.181168,0.171585603,upstream oil
Mexico,MEX,3746,18.092763,-94.047042,0.171059891,upstream oil
Yemen,YEM,8477,15.342377,46.823361,0.169817379,upstream oil
United Arab Emirates,ARE,8295,25.164348,52.8771,0.169383835,lng
Mexico,MEX,3859,19.439027,-92.036177,0.168936495,upstream oil
Iran,IRN,8385,25.902121,54.533862,0.168450996,refinery
Iran,IRN,8028,29.215381,50.313686,0.167379612,refinery
Russian Federation,RUS,8746,60.764589,70.176182,0.167120718,upstream oil
Iraq,IRQ,7582,30.276454,47.718808,0.165717939,upstream oil
Malaysia,MYS,12026,3.605636,112.411088,0.163683776,upstream oil
Russian Federation,RUS,9374,68.523275,79.961213,0.162679316,upstream oil
Egypt,EGY,5825,30.534364,26.082071,0.162458875,upstream oil
Russian Federation,RUS,9571,57.46477,78.429983,0.162358194,upstream oil
Brunei,BRN,11808,5.211306,114.743148,0.161036135,upstream oil
Egypt,EGY,7151,31.367054,30.33027,0.160958643,lng
Iran,IRN,7881,31.04159,49.392232,0.159800374,upstream oil
Russian Federation,RUS,9309,66.282763,78.747064,0.15966535,upstream oil
Libya,LBY,5806,27.647657,22.48182,0.158967923,upstream oil
Nigeria,NGA,5911,5.559551,5.07267,0.158490056,upstream oil
Libya,LBY,5737,30.402439,19.610952,0.158339181,lng
Iran,IRN,8100,30.300542,50.732435,0.158125785,upstream oil
Iraq,IRQ,7593,30.274269,47.741785,0.157174748,upstream oil
Russian Federation,RUS,9446,63.432293,80.525979,0.156692772,upstream oil
Algeria,DZA,5463,32.946897,3.228448,0.156318814,upstream oil
Malaysia,MYS,11822,6.346706,115.657802,0.155510433,upstream oil
Iraq,IRQ,7511,30.212874,47.392023,0.154992646,upstream oil
Russian Federation,RUS,9203,66.20636,77.243305,0.154992646,upstream gas
Algeria,DZA,5584,31.013377,8.165295,0.154087986,upstream oil
Iran,IRN,8027,29.242782,50.303493,0.154087106,refinery
India,IND,10134,19.370174,71.353908,0.154052763,upstream oil
Iraq,IRQ,7584,30.325556,47.724599,0.153310425,upstream oil
Iran,IRN,8264,27.544011,52.583996,0.152966995,upstream oil
Nigeria,NGA,6112,4.017003,7.491972,0.152601551,upstream oil
Algeria,DZA,5030,35.80897,-0.254675,0.151663722,lng
Algeria,DZA,5031,35.808736,-0.237298,0.150586174,lng
Nigeria,NGA,5903,5.358817,4.342073,0.150499289,upstream oil
Nigeria,NGA,6110,3.575626,7.393928,0.147560173,upstream oil
Russian Federation,RUS,8764,60.747121,70.819688,0.147349418,upstream oil
Iraq,IRQ,7505,30.558594,47.346932,0.14726312,upstream oil
Iran,IRN,7738,31.240243,48.987434,0.146838383,upstream oil
Nigeria,NGA,5995,5.386253,6.657234,0.146795527,upstream oil
Oman,OMN,8430,24.467382,56.619314,0.145998006,refinery
Russian Federation,RUS,10412,58.095813,106.544125,0.145988907,upstream oil
Russian Federation,RUS,10470,58.428898,107.659575,0.145712988,upstream oil
Iran,IRN,8301,29.256396,53.121863,0.145679233,upstream oil
Mexico,MEX,3733,17.984802,-94.52725,0.145381887,refinery
Russian Federation,RUS,9470,67.280508,83.035367,0.145372787,upstream oil
Venezuela,VEN,4416,8.726386,-62.909068,0.145151466,upstream oil
Iran,IRN,7472,32.504218,47.206883,0.14514853,upstream oil
Libya,LBY,5753,27.984674,19.905212,0.145000298,upstream oil
Saudi Arabia,SAU,7932,28.369045,49.628148,0.14482917,upstream oil
Libya,LBY,5761,29.054857,20.783426,0.144439068,upstream oil
Malaysia,MYS,11825,7.382451,115.851138,0.144184578,upstream oil
Gabon,GAB,6217,-1.523748,9.953114,0.14359605,upstream oil
Russian Federation,RUS,6510,68.614478,57.966369,0.142310389,upstream oil
Iran,IRN,7452,32.982187,46.170191,0.141647892,upstream oil
Russian Federation,RUS,9206,65.905313,77.235712,0.141182646,upstream gas
Mexico,MEX,3730,16.202864,-95.169195,0.140533065,refinery
Libya,LBY,5706,26.700708,12.452506,0.138610443,upstream oil
Iran,IRN,8265,27.517721,52.597117,0.138314565,refinery
Malaysia,MYS,11806,5.428242,114.711686,0.138156352,upstream oil
Mexico,MEX,3848,19.294026,-92.170357,0.138131109,upstream oil
Kazakhstan,KAZ,7114,48.384853,57.424519,0.138118487,upstream oil
Iran,IRN,8050,30.484238,50.484591,0.137154534,upstream oil
Iraq,IRQ,7531,32.178184,47.52054,0.137083794,upstream oil
Russian Federation,RUS,8816,71.256746,72.064341,0.135590606,lng
Nigeria,NGA,5948,5.900608,5.583216,0.135242773,upstream oil
Russian Federation,RUS,10527,60.918888,112.128648,0.134980945,upstream oil
Nigeria,NGA,6000,5.459178,6.694859,0.134643092,upstream oil
Venezuela,VEN,4282,9.273638,-64.043513,0.134604933,upstream oil
Russian Federation,RUS,7002,51.874381,54.757267,0.134517167,gpp
Iraq,IRQ,7558,31.0626,47.617506,0.133901048,upstream oil
Libya,LBY,5799,28.694997,22.375098,0.133077109,upstream oil
Iraq,IRQ,7503,30.31447,47.348695,0.132431343,upstream oil
Iraq,IRQ,7406,33.488527,44.343827,0.131842815,upstream oil
Iran,IRN,8253,27.580775,52.541364,0.130650497,refinery
Iran,IRN,8042,30.154906,50.422307,0.12971531,upstream oil
Venezuela,VEN,4232,11.622768,-70.224051,0.129240378,refinery
Russian Federation,RUS,9294,64.932943,78.342016,0.129064554,upstream oil
Nigeria,NGA,6039,3.465383,5.561578,0.129025808,upstream oil
Russian Federation,RUS,8893,60.113099,73.581323,0.128938043,upstream oil
Mexico,MEX,3673,22.263343,-97.807149,0.128758109,refinery
Russian Federation,RUS,10452,58.425676,107.370729,0.128670343,upstream oil
Algeria,DZA,5545,29.6975,6.708458,0.128468101,upstream oil
South Africa,ZAF,6381,-26.543945,29.154965,0.127621267,refinery
Nigeria,NGA,5949,6.062263,5.58656,0.12717745,upstream oil
Russian Federation,RUS,8989,66.887198,75.488968,0.127001332,upstream oil
Guyana,GUY,4769,8.011361,-56.990565,0.12659538,upstream oil
Russian Federation,RUS,10465,58.423971,107.577783,0.125868893,upstream oil
Qatar,QAT,8255,25.594349,52.541891,0.125543955,upstream oil
Iran,IRN,7838,31.321108,49.281977,0.125071665,upstream oil
Nigeria,NGA,6126,4.146203,7.971983,0.124840364,upstream oil
Iran,IRN,7913,29.292805,49.548846,0.124775787,upstream oil
Russian Federation,RUS,10529,60.91517,112.155672,0.123898426,upstream oil
Libya,LBY,5760,29.037826,20.785982,0.122829096,upstream oil
Iran,IRN,8098,30.283272,50.714678,0.122751898,upstream oil
Iraq,IRQ,7651,30.876754,48.02329,0.122388214,upstream oil
Mexico,MEX,3778,18.065642,-93.311036,0.122274324,upstream oil
Algeria,DZA,5484,31.699428,5.809323,0.122169241,upstream oil
Iraq,IRQ,7423,33.157524,44.786475,0.122155445,upstream oil
Iraq,IRQ,7443,31.357384,45.964466,0.121831681,upstream oil
Venezuela,VEN,4401,9.742026,-63.430727,0.121740687,upstream oil
Algeria,DZA,5638,27.924528,9.250638,0.120984847,upstream oil
Mexico,MEX,3764,17.869755,-93.497613,0.120439175,upstream oil
Russian Federation,RUS,9463,63.445795,80.991789,0.120285072,upstream oil
Russian Federation,RUS,9190,64.921204,77.171243,0.119330512,upstream oil
Algeria,DZA,5573,28.618395,7.70821,0.119298517,upstream oil
Nigeria,NGA,6134,4.290185,8.166962,0.118196312,upstream oil
Iran,IRN,7725,30.922405,48.858974,0.117804743,upstream oil
Nigeria,NGA,6036,4.554732,4.615972,0.11760661,upstream oil
Nigeria,NGA,5956,5.434004,5.884371,0.117433721,upstream oil
Iraq,IRQ,7512,32.368843,47.406133,0.117173067,upstream oil
Iraq,IRQ,7346,36.891747,43.429925,0.117029824,upstream oil
Cameroon,CMR,6148,4.420598,8.423638,0.116940297,upstream oil
Iraq,IRQ,7517,32.095167,47.426988,0.115449458,upstream oil
Congo,COG,6290,-4.863975,12.025359,0.115285375,upstream oil
Russian Federation,RUS,8660,60.815059,65.425106,0.115197903,upstream oil
Algeria,DZA,5657,28.079481,9.787889,0.115147416,upstream oil
Venezuela,VEN,4251,10.058791,-64.885809,0.11512863,refinery
Russian Federation,RUS,8891,60.113637,73.56826,0.114995955,upstream oil
Nigeria,NGA,5904,5.708496,4.481323,0.114885587,upstream oil
Libya,LBY,5701,33.859866,12.057906,0.114548615,upstream oil
Algeria,DZA,5538,30.407523,6.542985,0.114092176,upstream oil
Russian Federation,RUS,8677,61.753308,66.959999,0.11397447,upstream oil
Iran,IRN,8085,30.39625,50.612075,0.113433788,upstream oil
Russian Federation,RUS,6453,67.178882,56.634476,0.113376843,upstream oil
Libya,LBY,5767,28.911392,20.967662,0.113165795,upstream oil
Iran,IRN,8090,30.038186,50.636935,0.11297412,upstream oil
Nigeria,NGA,5953,6.013565,5.865303,0.112496253,upstream oil
Russian Federation,RUS,9208,65.904154,77.254236,0.112477467,upstream gas
Saudi Arabia,SAU,7883,25.638518,49.392617,0.112418468,upstream oil
Venezuela,VEN,4344,9.648579,-63.601837,0.111764189,upstream oil
Mexico,MEX,2841,25.582409,-99.935241,0.111620947,refinery
Libya,LBY,5802,27.582508,22.403297,0.111530246,upstream oil
Algeria,DZA,5551,36.877223,6.947203,0.111526136,lng
Libya,LBY,5776,28.870306,21.22165,0.111519972,upstream oil
Mexico,MEX,3747,18.203573,-94.006769,0.111429859,upstream oil
Iran,IRN,7459,33.721941,46.299374,0.11135765,upstream oil
Venezuela,VEN,4309,9.62564,-63.695789,0.111316262,upstream oil
Iraq,IRQ,7471,30.563935,47.103432,0.111191219,upstream oil
Iran,IRN,7967,30.572705,49.918356,0.11102919,upstream oil
Russian Federation,RUS,9479,67.273165,83.208147,0.110936728,upstream oil
Iraq,IRQ,7366,35.968706,43.766552,0.110686641,upstream oil
Venezuela,VEN,4262,10.211382,-64.614866,0.110644372,refinery
China,CHN,12278,39.466442,120.453247,0.110571283,upstream oil
Iran,IRN,7923,30.987998,49.593756,0.110347907,upstream oil
Algeria,DZA,5634,27.763712,9.193277,0.110263957,upstream oil
Oman,OMN,8603,21.303368,57.7988,0.109392467,upstream oil
Angola,AGO,6335,-7.066669,12.410333,0.109392173,upstream oil
Algeria,DZA,5503,31.632133,5.982572,0.109270945,upstream oil
Russian Federation,RUS,9316,58.156125,78.885188,0.109256856,upstream oil
Iraq,IRQ,7371,34.894793,43.806284,0.109172319,upstream oil
Russian Federation,RUS,10509,60.35574,111.698766,0.109116842,upstream gas
Gabon,GAB,6213,-1.958122,9.873976,0.109101872,upstream oil
Iraq,IRQ,7390,35.487026,44.154841,0.108325485,upstream oil
Algeria,DZA,5512,31.848492,6.048449,0.108251222,upstream oil
Algeria,DZA,5568,28.637526,7.615056,0.108132343,upstream oil
Argentina,ARG,4642,-38.333528,-69.056092,0.107887539,upstream oil
Mexico,MEX,3833,19.601148,-92.292992,0.107326896,upstream oil
Iraq,IRQ,7357,36.0184,43.682889,0.107001078,upstream oil
Algeria,DZA,5520,31.787163,6.06555,0.106964093,upstream oil
Algeria,DZA,5581,30.253221,8.084742,0.1069139,upstream oil
Nigeria,NGA,5906,5.914,4.880079,0.106786801,upstream oil
Iran,IRN,8304,25.495964,53.149953,0.106009534,upstream oil
Venezuela,VEN,4254,10.077582,-64.860455,0.105963743,refinery
Russian Federation,RUS,8870,61.280739,72.974576,0.10558186,gpp
Russian Federation,RUS,9201,66.207592,77.22468,0.104436506,upstream gas
Iran,IRN,7990,30.56242,50.01481,0.10434287,upstream oil
Russian Federation,RUS,7029,51.590532,55.478016,0.103537424,upstream oil
Algeria,DZA,5580,31.055144,8.034511,0.103307003,upstream oil
Algeria,DZA,5562,28.559002,7.51655,0.103175501,upstream oil
Venezuela,VEN,4255,10.055161,-64.85869,0.102803892,refinery
Iran,IRN,7590,33.252181,47.736644,0.102771017,upstream oil
Mexico,MEX,3738,18.101602,-94.34672,0.102766321,refinery
Nigeria,NGA,5991,5.250574,6.599804,0.102626307,upstream oil
Iraq,IRQ,7520,31.73174,47.432517,0.102309294,upstream oil
Algeria,DZA,5515,31.798258,6.05965,0.102293444,upstream oil
Russian Federation,RUS,9340,62.139359,79.449342,0.102251469,upstream oil
Venezuela,VEN,4281,9.227161,-64.058859,0.10222828,upstream oil
Algeria,DZA,5653,28.916578,9.746954,0.10173104,upstream oil
Democratic Republic of the Congo,COD,6309,-5.953562,12.166542,0.101469505,upstream oil
Iraq,IRQ,7329,37.078558,42.559264,0.101050344,upstream oil
Iraq,IRQ,7566,30.35374,47.659337,0.100984006,upstream oil
Nigeria,NGA,6109,3.989495,7.290166,0.100699282,upstream oil
Libya,LBY,5803,27.812101,22.432824,0.100691944,upstream oil
Libya,LBY,5709,33.920755,12.6786,0.100320922,upstream oil
Russian Federation,RUS,8731,60.181869,69.303377,0.099796091,upstream oil
Iran,IRN,7789,31.763311,49.156261,0.099613221,upstream oil
Russian Federation,RUS,8832,60.77595,72.444939,0.099177916,upstream oil
Russian Federation,RUS,10444,58.139649,107.105223,0.098577354,upstream oil
Algeria,DZA,5485,31.690262,5.809683,0.098520116,upstream oil
Iran,IRN,8263,27.553113,52.573522,0.098337246,upstream oil
Venezuela,VEN,4292,9.628757,-63.73837,0.098264451,upstream oil
Russian Federation,RUS,6488,69.265212,57.285123,0.098049294,upstream oil
Qatar,QAT,8156,24.912825,51.55085,0.097791574,refinery
Iraq,IRQ,7417,33.324221,44.571574,0.097708212,upstream oil
Iraq,IRQ,7580,30.266082,47.716583,0.097485129,upstream oil
Libya,LBY,5699,26.031912,11.977683,0.097340712,upstream oil
Russian Federation,RUS,9288,62.332106,78.166291,0.097180151,upstream oil
Iran,IRN,8035,29.761651,50.369895,0.096713145,upstream oil
Syria,SYR,7275,36.140391,40.814826,0.096610116,upstream oil
Algeria,DZA,5480,30.973124,5.758686,0.096507968,upstream oil
Iran,IRN,8298,27.483478,52.969756,0.096476266,upstream oil
Iraq,IRQ,7345,36.907017,43.390514,0.096062976,upstream oil
Nigeria,NGA,5997,5.634678,6.669557,0.095979614,upstream oil
Russian Federation,RUS,9318,57.670598,78.926384,0.09564587,upstream oil
Iran,IRN,8420,27.168452,56.053531,0.095568084,refinery
China,CHN,12283,39.799644,120.612709,0.095524348,upstream oil
Russian Federation,RUS,8768,60.960552,70.863509,0.095368484,upstream oil
Algeria,DZA,5466,33.126318,3.318748,0.095358211,upstream oil
Russian Federation,RUS,9371,68.52411,79.941023,0.095274554,upstream oil
Algeria,DZA,5460,32.745153,3.182959,0.094971044,upstream oil
Algeria,DZA,5543,29.688235,6.699069,0.094831618,upstream oil
Syria,SYR,7274,35.111287,40.522183,0.09483015,upstream oil
Iraq,IRQ,7355,36.083322,43.640746,0.09471039,upstream oil
Yemen,YEM,8476,15.377279,46.822636,0.094663719,upstream oil
Turkmenistan,TKM,8277,39.476615,52.690449,0.094479382,upstream oil
Turkmenistan,TKM,6889,40.182448,52.839147,0.094380462,upstream oil
Iraq,IRQ,7438,32.488802,45.662292,0.094306199,upstream oil
Iran,IRN,7919,29.270623,49.569698,0.093967172,upstream oil
Iran,IRN,7544,32.148871,47.584279,0.093916098,upstream oil
Oman,OMN,8495,18.320389,55.103956,0.093903769,upstream oil
Russian Federation,RUS,8824,60.549075,72.315903,0.093781661,upstream oil
Iran,IRN,7900,31.514732,49.463152,0.093724716,upstream oil
Qatar,QAT,8285,25.427261,52.735667,0.093615523,upstream oil
Oman,OMN,8589,22.403949,56.989453,0.093597324,upstream oil
Algeria,DZA,5557,28.560105,7.463031,0.0934215,upstream oil
Egypt,EGY,5846,30.769329,27.105035,0.093213093,upstream oil
Russian Federation,RUS,6920,52.077484,53.358742,0.092837668,upstream oil
Algeria,DZA,5464,32.933262,3.235763,0.092328394,upstream oil
Russian Federation,RUS,6883,51.615213,52.800574,0.091477744,upstream oil
Mexico,MEX,3862,19.36754,-92.006821,0.091171299,upstream oil
Nigeria,NGA,5924,5.614351,5.201751,0.090924146,upstream oil
Qatar,QAT,8153,25.904615,51.550675,0.090734232,lng
Russian Federation,RUS,6802,53.319541,51.335059,0.090391389,midstream
Russian Federation,RUS,8730,60.182656,69.289333,0.089663729,upstream oil
Iraq,IRQ,7349,35.001845,43.491501,0.089405716,refinery
Algeria,DZA,5497,31.704418,5.96341,0.088538922,upstream oil
Algeria,DZA,5569,28.576493,7.655135,0.088247446,upstream oil
Malaysia,MYS,11710,5.585879,104.474858,0.087958319,upstream oil
Russian Federation,RUS,8718,59.87575,68.986193,0.087771341,upstream oil
Cameroon,CMR,6160,4.281923,8.566126,0.087677411,upstream oil
Venezuela,VEN,4405,9.854012,-63.338923,0.087501587,upstream oil
Russian Federation,RUS,6836,55.600369,51.902213,0.087383587,refinery
Libya,LBY,5736,30.407091,19.597994,0.087189271,lng
Iraq,IRQ,7348,36.868962,43.488953,0.086473351,upstream oil
Iran,IRN,7794,31.248672,49.16783,0.086332163,upstream oil
Russian Federation,RUS,9462,63.446793,80.975661,0.085636497,upstream oil
Nigeria,NGA,5989,5.687516,6.591678,0.085417524,upstream oil
Algeria,DZA,5655,28.633703,9.786151,0.085387583,upstream oil
Venezuela,VEN,4278,8.556792,-64.135036,0.085350892,upstream oil
Iraq,IRQ,7395,35.407798,44.223532,0.085094347,upstream oil
Libya,LBY,5794,28.833873,22.123944,0.084876548,upstream oil
Iran,IRN,7574,31.027565,47.705641,0.084602978,upstream oil
Venezuela,VEN,4290,9.622643,-63.7688,0.084578321,upstream oil
Oman,OMN,8548,21.663183,56.412546,0.084381069,upstream oil
India,IND,10139,19.33319,72.020254,0.084146245,upstream oil
